premise,hypothesis,label
عملیات والفجر ۸ که از آن به عنوان نبرد اول فاو نیز نام برده می‌شود، عملیات آبی خاکی بود که در ساعت ۲۲:۱۰ روز ۲۰ بهمن ۱۳۶۴ با رمز «یا فاطمه الزهرا» در منطقه خسروآباد تا راس‌البیشه(منطقه عملیاتی فاو) آغاز گردید.,عملیات والفجر ۸ در تاریخ ۲۰ بهمن ۶۴ و درمنطقه عملیاتی فاو به انجام رسید.,e
متن اصل ۱۳۳ قانون اساسی : وزرا توسط رئیس جمهور تعیین و برای گرفتن رأی اعتماد به مجلس معرفی می شوند. با تغییر مجلس ، گرفتن رأی اعتماد جدید برای وزرا لازم نیست . تعداد وزیران و حدود اختیارات هر یک از آنان را قانون معین می کند.,بر اساس اصل یکصد و سی و سوم قانون اساسی، گرفتن رای اعتماد جدید برای وزرا توسط دولت از مجلس تازه تشکیل شده لازم نیست.,e
شش عضوحقوق دان شورای نگهبان، در رشته‌های مختلف حقوقی که از میان حقوق دانان مسلمانی که به وسیله رئیس قوه قضائیه به مجلس شورای اسلامی معرفی می‌شوند و با رأی مجلس انتخاب می‌گردند.,نحوه انتخاب اعضای حقوق دان شورای نگهبان، به پیشنهاد رییس قوه قضاییه و انتخاب مجلس شورای اسلامی است.,e
براساس حق نظارت قوه‏ قضائیه نسبت به حسن اجرای صحیح جریان امور قوانین در دستگاه ‏های اداری، سازمانی به نام «سازمان بازرسی کل کشور» زیر نظر قوه‏ قضائیه تشکیل می‏ گردد که حدود اختیارات وظایف این سازمان را قانون تعیین می‏ کند.,برای نظارت به حسن اجرای جریان امور و اجرای صحیح قوانین در دستگاه های اداری، قوه قضاییه از طریق سازمان بازرسی کل کشور اعمال قانون می کند.,e
اصل ۴۴ قانون اساسی جمهوری اسلامی ایران اصلی است که در آن ذکر شده است که نظام اقتصادی جمهوری اسلامی ایران بر پایه سه بخش دولتی، تعاونی و خصوصی با برنامه‌ریزی منظم و صحیح استوار است.تفصیل ضوابط و قلمرو و شرایط هر سه بخش را قانون معین می‌کند.,اصل ۴۴ قانون اساسی جمهوری اسلامی ایران، نظام اقتصادی را بر پایه سه بخش دولتی، تعاونی و خصوصی با برنامه ریزی منظم و صحیح استوار می داند.,e
انتخابات دومین دوره مجلس شورای اسلامی، پس از انقلاب بهمن ۱۳۵۷، در ۲۶ فروردین ۱۳۶۳ برگزار گردید و در تاریخ ۷ خرداد ۱۳۶۳ اولین جلسه مجلس دوم برگزار گردید.,انتخابات دور دوم مجلس شورای اسلامی در سال ۱۳۶۳ برگزار شد.,e
در ۵ اردیبهشت ۱۳۵۹، ۶ هواپیما و ۶ بالگرد آمریکایی خود را به طبس رسانده و در تاریکی شب در منطقه‌ای دور افتاده بدون متوجه شدن نیروهای نظامی ایرانی فرود می‌آیند. این عملیات نظامی نهایتاً با شکست مواجه شد.,حمله نظامی آمریکا به طبس در اردیبهشت ماه سال ۱۳۵۹ اتفاق افتاد.,e
جنگ عراق با جمهوری اسلامی ایران که در ایران با نام جنگ تحمیلی یا دفاع مقدس شناخته می‌شود به صورت رسمی در ۳۱ شهریور ۱۳۵۹ برابر ۲۲ سپتامبر ۱۹۸۰ آغاز شد.,جنگ تحمیلی عراق علیه جمهوری اسلامی ایران در سی و یکم شهریور ماه سال ۱۳۵۹ آغاز شد.,e
مرحله اول انتخابات اولین دوره مجلس شورای اسلامی، در ۲۴ اسفند ۱۳۵۸ خورشیدی و مرحله دوم آن در ۱۹ اردیبهشت ۱۳۵۹، برگزار گردید.,اولین انتخابات مجلس شورای اسلامی در اسفندماه ۵۸ برگزار شد.,e
همه‌پرسی قانون اساسی جمهوری اسلامی ایران در ۱۱ و ۱۲ آذر ۱۳۵۸ برگزار شد و با حدود ۹۹/۵ درصد آرا تصویب شد.,قانون اساسی جمهوری اسلامی در ۱۲ آذر ماه پنجاه و هشت به رفراندوم گذاشته شد.,e
برگزاری نخستین انتخابات مجلس خبرگان رهبری، در دوازدهم مرداد ۱۳۵۸ اعلام گردید. سرانجام این مجلس با پیام حضرت امام افتتاح شد و به تدوین قانون اساسی پرداخت.,اولین انتخابات مجلس خبرگان رهبری در مرداد ماه پنجاه و هشت برگزار گردید.,e
کلمبو بزرگترین شهر سریلانکا و پایتخت این کشور است.,کلمبو پایتخت کشور سریلانکا است.,e
قیمت و نرخ تبدیل رئال برزیل به ریال و تومان ایران به صورت زیر است.,واحد پول برزیل رئال است.,e
آبشار آنجل، بلندترین آبشار دنیا به ارتفاع ۹۷۹ متر است که در میان جنگل های دور افتاده پارک ملی کانایما در ایالت بولیوار در جنوب شرقی کشور ونزوئلا جای دارد.,آبشار آنجل در کشور ونزوئلا است.,e
اقیانوس اطلس (آتلانتیک) با موج های آرام و زیبا، دومین اقیانوس بزرگ دنیا است که قاره های آفریقا و اروپا را از قاره آمریکا جدا می سازد.,آتلانتیک نام دیگر اقیانوس اطلس است.,e
اقیانوس آرام بزرگترین پهنه ی آبی کره زمین است.,وسیع ترین اقیانوس جهان آرام است.,e
جمعیت ۲۴ میلیونی شانگهای آن را به شلوغ ترین شهر آسیا و حتی جهان تبدیل کرده است.,شانگهای پرجمعیت ترین شهر جهان است.,e
به گزارش مرکز اطلاع رسانی رتبه ۳، کشور چین با جمعیتی بالغ بر یک میلیارد و ۴۱۵ نفر پرجمعیت ترین کشور جهان است.,چین پرجمعیت ترین کشور است.,e
روسیه پهناورترین و پرجمعیت ترین کشور است که در نتیجه فروپاشی اتحاد جماهیر شوروی در سال ۱۹۹۱ به وجود آمد.,کانادا پهناورترین کشور جهان است.,c
۶۰% درصد از جمعیت کره زمین در قاره ی آسیا زندگی می کنند.,۶۰درصد از جمعیت جهان در قاره آسیا ساکن هستند.,e
طبق آخرین نتایج سرشماری ۱۳۹۵، ایران در مرز ۸۰ میلیونی شدن است.,آخرین سرشماری جمعیت کشور در سال ۱۳۹۵ انجام شد.,e
آسیا پهناورترین و پرجمعیت ترین قاره زمین است.,پرجمعیت ترین قاره جهان آسیا است.,e
برنامه های کشور می توانند بلند مدت و میان مدت باشند اما برنامه های عمرانی کشور، میان مدت هستند که به صورت ۵ ساله و توسط دولت وقت تنظیم می شود.,برنامه های عمرانی کشور میان مدت است.,e
سازمان مدیریت و برنامه ریزی از ادغام دو سازمان به عناوین، سازمان امور استخدامی و سازمان برنامه و بودجه تاسیس شد که تحت نظارت ریاست جمهوری هستند.,سازمان برنامه و بودجه تحت نظارت ریاست جمهوری اداره می شود.,e
دوره صفویان همزمان با دوره رنسانس در اروپا بود و دوره قاجاریه مصادف با دوره شکوفایی رنسانس بود.,دوره رنسانس در اروپا با دوره صفویان هم عصر بود.,e
ماهیت فعالیت های توسعه ای سازمان شهرداری ها و دهیاری ها ایجاب می کند که این سازمان از زیر نظر مجموعه فرمانداری و به تبع استانداری و وزارت کشور خارج و به طور مستقیم زیر نظر رئیس جمهور اداره شود.,فعالیت های توسعه ای سازمان شهرداری ها مستقیما زیر نظر نهاد ریاست جمهوری است.,e
سازمان برنامه و بودجه یک سازمان دولتی ایرانی است که در سال ۱۳۲۷ راه اندازی شد.,سازمان برنامه و بودجه در سال ۱۳۲۷ تاسیس شد.,e
روز ۱۲ فروردین ماه در تقویم ایران روز جمهوری اسلامی نامگذاری شده و تعطیل رسمی است. در این روز نتایج همه‌پرسی نظام جمهوری اسلامی در ایران (رای آری ۹۸٫۲ درصد) اعلام شد.,روز جمهوری اسلامی مقارن با دوازدهم فروردین ماه است.,e
دیوان محاسبات کشور مؤسسه ای دولتی است که در امور مالی و اداری مستقل می باشد و زیر نظر قوه مقننه به عنوان بازوی نظارتی آن عمل می نماید.,دیوان محاسبات کشور مستقیما زیر نظر قوه مقننه می‌باشد.,e
بر اساس قانون اساسی جمهوری اسلامی ایران، شورای نگهبان در ۲۶ تیرماه ۱۳۵۹(نیمه اول ۱۳۵۹) تکمیل و رسما کار خود را آغاز نمود.,در نیمه اول ۱۳۵۹ شورای نگهبان تشکیل شد.,e
اولین رئیس جمهور مجلس شورای اسلامی بر عهده علی اکبر هاشمی بهرمانی بود و پس از وی به ترتیب مهدی کروبی، علی اکبر ناطق نوری و ... در این پست انتخاب شدند.,ریاست اولین دوره مجلس شورای اسلامی بر عهده علی اکبر هاشمی بهرمانی بود.,e
جنگ جهانی دوم، ۲۱ کشور از کشورهای جهان از جمله تمامی ابر قدرت های روز را درگیر خود کرد.,۲۱ کشور در جنگ جهانی دوم شرکت داشتند.,e
آزادسازی خرمشهر یکی از اهداف عملیات بیت المقدس در روز سوم خرداد سال ۱۳۶۱ بود که با حمله نیروهای ایرانی از وجود نیروهای متجاوز عراقی آزاد شد.,"شهر خرمشهر در سال ۱۳۶۱ با حمله نیروهای ایرانی در عملیات تاریخی ""بیت المقدس"" از وجود نیروهای متجاوز عراقی آزاد شد.",e
دولت نظامی غلامرضا ازهاری که از آخرین دولت های دوران شاهنشاهی پهلوی و در آستانه پیروزی انقلاب اسلامی بود، به مدت ۵۵ روز تشکیل شد.,دولت نظامی رژیم پهلوی در آستانه پیروزی انقلاب اسلامی در طول ۵۵ روز تشکیل شد.,e
خبرگزاری انه اسپانیا گفت در تلاش برای تامین مالی شرکت های فعال این کشور در ایران است.,یکی از خبرگزاری های کشور اسپانیا انه نام دارد.,e
رادیوهای ترانزیستوری به وسیله دو مهندس آمریکایی به نام جان باردین و واتر براتین با همکاری ویلیام شاکلی در آزمایشگاه معروف بل در آمریکا اختراع شد.,رادیو ترانزیستوری در آمریکا اختراع شد.,e
رود نیل در مصر طولانی ترین رود جهان است. طول نیل از سرچشمه اش در کشور بروندی تا دلتایش در دریای مدیترانه ۶۶۹۵ کیلومتر است.,طولانی ترین رود جهان نیل نام دارد و در مصر واقع است.,e
مسلمانان طبق آیات قرآن (نخستین آیات سوره اسرا و النجم) به سیر شبانه حضرت محمد(ص) باور دارند که این سفر به معراج مشهور است.گفته شده این معراج در شب هفدهم ماه رمضان سال دهم هجری اتفاق افتاده‌است.,معراج پیامبر اکرم (ص) در سال دهم هجری بود.,e
امام سجاد (ع) چهارمین امام شیعیان است که ۳۵ سال امامت کردند و در نهایت در سن ۵۷ سالگی و به دست ولیدبن عبدالملک مسموم شده و به شهادت رسیدند.,امام سجاد(ع) در سن ۵۷ سالگی به شهادت رسیدند.,e
الغدیر نام کتابی‌ست به قلم علامه امینی که در اثبات ولایت بلافصل علی بن ابی‌طالب بعد از پیامبر و اثبات مذهب شیعه نوشته شده است.,"کتاب ""الغدیر"" متعلق به علامه امینی است.",e
دانشجویان محترم که به تعبیر امام مقدرات آینده جامعه به دست آنان است باید با آشنایی هر چه بیشتر با افکار بنیانگذار جمهوری اسلامی، آنچنان که شایسته است به وظیفه خود در قبال کشور و ملت عمل کنند چرا که امام خمینی معتقد است نجات دانشگاه از انحراف، نجات ملت و کشور است.,"قسمت ناقص جمله ""نجات ......... نجات کشور و ملت است"" از امام خمینی با عبارت ""دانشگاه از انحراف"" کامل می شود.",e
مسجد قُبا نخستین مسجد جهان اسلام است که نخستین سنگ‌های بنای این مسجد توسط محمد پس از مهاجرت او از مکه به مدینه گذاشته شد. مسجد در سال اول هجری، توسط پیامبر اسلام به پیشنهاد عمار یاسر در قبا بنا شد.,نخستین مسجدی که توسط پیامبر اکرم ساخته شد مسجد قبا نام داشته است.,e
فائو یا سازمان خواربار و کشاورزی ملل متحد از سازمان‌های بین‌المللی است که در زمینهٔ توسعهٔ کشاورزی فعالیت دارد. سازمان فائو در سال ۱۹۴۵ توسط ۴۴ کشور عضو سازمان ملل متحد تأسیس شد.,سال تاسیس سازمان جهانی فائو ۱۹۴۵ میلادی است.,e
محمدعلی رجایی معروف به شهیدرجایی دومین رئیس‌جمهور ایران بود که در بمب‌گذاری دفتر نخست‌وزیری ترور شد.,دومین رییس جمهور اسلامی ایران شهید رجایی بود.,e
دکتر محمد قریب از اولین پزشکان متخصص طب اطفال و بنیان‌گذار علم نوین پزشکی کودکان در ایران بود. او همچنین همراه با دکتر حسن اهری از بنیانگذاران نخستین بیمارستان تخصصی کودکان در ایران، مرکز طبی کودکان تهران، بود که هم‌اکنون نیز پابرجاست و نام این مرکز با دکتر قریب عجین شده است.,ذکر نام مرکز طبی کودکان تهران یادآور نام دکتر قریب، پزشک معروف ایرانی است.,e
در فروردین ۱۳۸۵ (آوریل سال ۲۰۰۶) محمود احمدی‌نژاد رئیس‌جمهور وقت ایران، اعلام کرد که ایران موفق به غنی‌سازی اورانیوم به میزان ۳.۵ درصد در نطنز شده‌است.,غنی سازی اورانیوم در سال ۲۰۰۶ میلادی در نطنز و توسط محمود احمدی نژاد اعلام گردید.,e
شیخ طوسی در دوران جوانی به درجه اجتهاد رسید و کتاب تهذیب الاحکام را در این دوره و با پیشنهاد استادش، شیخ مفید تألیف کرد.,کتاب تهذیب الاحکام اثر شیخ طوسی است.,e
زن و مرد تنها مکمّل امور جسمی و روحی یکدیگر نیستند بلکه موجب تکمیل دین یکدیگر نیز می‌باشند و تنها و مجرد زیستن هر کدام از زن و مرد، موجب نقض دین خواهد بود، زیرا انسان مجرّد بیشتر در معرض گناه و انحرافات خواهد بود.,زن و شوهر دین یکدیگر را تکمیل میکنند.,e
شیعه در لغت به معنای پیرو، یار، دسته و گروه است و در اصطلاح، به کسانی گفته می‌شود که امام علی(ع) را جانشین بلافصل پیامبر(ص) از سوی خدا می‌دانند.,شیعه به معنی پیرو است.,e
بنا به فرموده قرآن، زن مایه آرامش خاطر مرد (همسرش) است و بر حسب خلقت به زن علاقه مند می باشد.,قرآن کریم زن را به عنوان مایه ی تسکین برای همسرش معرفی کرده است.,e
ولایت فقیه نظریه ای در فقه شیعه است که نظام سیاسی مشروع در دوران غیبت امام معصوم را بیان میکند. پیش از انقلاب اسلامی ایران، مردم با راهپیمایی و تظاهرات خیابانی، حضرت امام خمینی را به عنوان ولی فقیه انتخاب کردند.,ولی فقیه (امام خمینی) در ایران پیش از پیروزی انقلاب اسلامی، با حضور مردم در اجتماعات و راهپیمایی ها انتخاب شد.,e
عبارت سپتامبر سیاه به جنگ داخلی اردن در سپتامبر گفته می‌شود. درگیری بین دو گروه عمده جمعیت اردن یعنی فلسطینیان تحت عنوان سازمان آزادیبخش فلسطین، (به رهبری یاسر عرفات) و نیروهای مسلح اردن (به رهبری شاه حسین) صورت پذیرفت که باعث مرگ تعداد زیادی از فلسطینیان شد و در تاریخ ملت فلسطین زنده است.,سپتامبر سیاه یادآور حادثه کشتار فلسطینی ها توسط شاه حسین اردنی، در تاریخ ملت رزمنده فلسطین است.,e
امام خمینی (ره) فرموده اند هر نظام سیاسی غیر اسلامی، نظام شرک آمیز است - چون حاکمش طاغوت است و ما موظفیم آثار شرک را از جامعه مسلمانان و از حیات آنان دور کنیم و از بین ببریم.,از نظر امام خمینی (ره)، هر نظام سیاسی غیر اسلامی، نظام شرک آمیز است زیرا حاکمش طاغوت است.,e
اَلْإرْشاد فی مَعْرفة حُجَجِ الله عَلَی الْعِباد معروف به «الارشاد» کتابی کلامی و تاریخی به زبان عربی درباره تاریخ اهل بیت (ع)، نوشته شیخ مفید از متکلمان و فقهای برجسته شیعه است.,"مولف کتاب ""الارشاد"" شیخ مفید می باشد.",e
نتیجهٔ نهایی جنگ جهانی دوم پیروزی متفقین(آمریکا، انگلیس، فرانسه، شوروی ) بود اما از پیامدهای آن می‌توان تشکیل سازمان ملل متحد برای جلوگیری از مناقشات بین کشورها را نام برد که ایالات متحده آمریکا و انگلیس و فرانسه و شوروی و چین به پنج عضو دائم شورای امنیت آن تبدیل شدند.,در جنگ جهانی دوم گروه کشورهای متفق (متفقین) که پیروز شدند، کشورهای شوروی، آمریکا، انگلیس و فرانسه بودند.,e
شورای عالی امنیت ملی جمهوری اسلامی ایران، شورایی است که به منظور تأمین منافع ملی و پاسداری از انقلاب ۱۳۵۷ و تمامیت ارضی و حاکمیت ملی ایران، به ریاست رئیس‌جمهور تشکیل می‌گردد.,ریاست شورای عالی امنیت ملی بر عهده رییس جمهور است.,e
سید حسن مدرس از مخالفان سرسخت رضاشاه بود که در نتیجه وی را از تهران تبعید کرد و به شهادت رساند. اما شیخ محمد خیابانی از فعالان سیاسی در دوره انقلاب مشروطه ایران بود که عاقبت با ورود والی جدید مخبرالسلطنه در تبریز کشته شد.,سید حسن مدرس بر اثر مبارزه با رضاخان توسط عوامل وی به شهادت رسید.,e
سید حسن طباطبایی زواره معروف به مدرس: دیانت ما عین سیاست ماست، سیاست ما عین دیانت ماست. ما با همه دوست‌ایم مادامی که با ما دوست باشند و متعرض ما نباشند. همان قِسم که به ما دستورالعمل داده شده است، رفتار می‌کنیم.,جمله ی (سیاست ما عین دیانت ماست) از سوی سید حسن مدرس بیان شده است.,e
تهدید نرم، مجموعه اقداماتی است که باعث دگرگونی هویت فرهنگی و الگوهای رفتاری مورد قبول یک نظام سیاسی شود. مهمترین تهدیدات حال و آینده علیه امنیت ومنافع ملی جمهوری اسلامی ایران تهدید نرم است که از جمله آن میتوان تهدید علیه امنیت فرهنگی و امنیت سلامت را برشمرد.,مهمترین تهدید انقلاب اسلامی و نظام جمهوری اسلامی در شرایط کنونی تهدید نرم است.,e
آمریکا مصداق بارز و روشن کفار است. عراق کشوری اسلامی است. نفی سبیل قاعده‌ای اسلامی است که هرگونه تسلط کفار بر مسلمانان را در هر زمینه‌ای از جمله سیاسی، اجتماعی، فرهنگی، اقتصادی، امنیتی و نظامی، جایز نمی‌شمارد.,امضای توافق نامه امنیتی عراق و آمریکا و تحمیل سلطه آمریکایی ها به عراق مخالف اصل نفی سبیل است.,e
حوزه های علمی دینی عربستان، شکل دانشگاهی تکامل یافته است، به طوری که مروّج آیین و مذهب رسمی وهّابیت هم هستند.,کشور عربستان مروج و کانون اندیشه های وهابیت در منطقه اش است.,e
بلندی‌های جولان فلات و منطقه‌ای کوهستانی است که در جنوب غربی‌ترین بخش خاک سوریه است و هم‌اکنون در اشغال اسرائیل قرار دارد و از این رو در ادبیات رسمی برخی کشورها از جمله جمهوری اسلامی ایران از آن با عنوان جولان اشغالی یاد می‌کنند.,بلندی های جولان که هم اکنون در اختیار رژیم اشغالگر قدس است جزء کشور سوریه است.,e
تشخیص عدم مغایرت مصوبات مجلس شورای اسلامی در خصوص احکام اسلام با اکثریت فقهای شورای نگهبان، و تشخیص عدم تعارض آنها با قانون اساسی، بر عهده اکثریت اعضای شورای نگهبان است.,تشخیص عدم اختلاف مصوبات مجلس شورای اسلامی با احکام اسلام بر عهده اکثریت فقهای شورای نگهبان است.,e
شش عضو از دوازده عضو شورای نگهبان، فقهایی هستند که با حکم رهبر عزل و نصب می‌شوند و شش عضو دیگر حقوقدانانی هستند که با معرفی رئیس قوه قضاییه و رأی نمایندگان مجلس شورای اسلامی انتخاب می‌شوند.,انتخاب فقهای شورای نگهبان با مقام رهبری است.,e
به تقاضای رئیس‌جمهور یا یکی از وزراء یا ده نفر از نمایندگان، جلسه غیرعلنی تشکیل می‌شود. مصوبات جلسه غیر علنی در صورتی معتبر است که با حضور شورای نگهبان به تصویب سه چهارم مجموع نمایندگان برسد.,مصوبات جلسه غیرعلنی مجلس شورای اسلامی در صورتی که با حضور شورای نگهبان به تصویب سه چهارم نمایندگان برسد، معتبر خواهد بود.,e
جلسات مجلس شورای اسلامی با حضور دو سوم مجموع نمایندگان رسمیت می‌یابد و تصویب طرحها و لوایح طبق آیین‌نامه مصوب داخلی انجام می‌گیرد.,جلسات مجلس شورای اسلامی با حضور دو سوم از نمایندگان رسمیت ‌یابد.,e
شورای‏ بازنگری‏ قانون‏ اساسی‏ به ریاست رئیس جمهور با ترکیب اعضای شورای‏ نگهبان‏، رؤسای‏ قوای‏ سه‏ گانه‏، سه‏ تن از قوه‏ قضائیه‏، ده‏ تن به‏ انتخاب‏ مقام‏ رهبری‏، سه‏ تن از دانشگاهیان‏ و غیره تشکیل می‌شود.,ریاست شورای بازنگری قانون اساسی بر عهده رئیس جمهور است.,e
رئیس قوه قضاییه با حکم رهبر به مدت ۵ سال قابل تمدید عزل و نصب می‌شود و مسئولیت اداره قوه قضاییه و عزل و نصب رؤسای دادگستری استان‌ها و ادارات ذیربط آن همچون دیوان عالی کشور و دادستانی کل کشور را بر عهده دارد.,رئیس قوه قضاییه توسط مقام رهبری منصوب می‌شود.,e
رئیس قوه قضاییه با حکم رهبر برای مدت ۵ سال منصوب می شود و این زمان قابل تمدید است. این مقام را باید «یک نفر مجتهد عادل و آگاه به امور قضایی و مدیر و مدبر» تصدی کند.,رئیس قوه قضاییه برای مدت ۵ سال منصوب می‌شود.,e
امضای عهدنامه ها ، مقاوله نامه ها ، موافقت نامه ها و قراردادهای بین المللی جمهوری اسلامی ایران با سایر دولتها پس از تصویب مجلس شورای اسلامی با رئیس جمهور یا نماینده قانونی او است.,در جمهوری اسلامی ایران، امضای قراردادهای بین المللی (پس از تصویب مجلس شورای اسلامی) با رئیس جمهور یا نماینده قانونی او است.,e
پس‏ از مقام‏ رهبری‏ رییس‏ جمهور عالی ترین‏ مقام‏ رسمی‏ کشور است‏ و مسئولیت‏ اجرای‏ قانون‏ اساسی‏ و ریاست‏ قوه‏ مجریه‏ را جز در اموری‏ که‏ مستقیما به‏ رهبری‏ مربوط می‏ شود، بر عهده‏ دارد.,مسئولیت اجرای قانون اساسی با رئیس جمهور است.,e
مجلس اول شورای ملی به دستور محمد علی شاه مستبد و توسط کلنل لیاخوف، افسر روسی به توپ بسته شد.,"مجلس اول توسط ""کلنل لیاخوف"" به توپ بسته شد.",e
جنگهای صلیبی اگر چه ۱۸۶ سال طول کشید اما در عمل بیش از ۰.۷ آن به صلح گذشت.,جنگ های صلیبی در کل ۱۸۶ سال طول کشید.,e
بیشتر قشقایی‌ها ریشه ی ترک دارند و تقریباً تمامشان به گویشی از زبان‌های ترکی اغوز غربی صحبت می‌کنند که خود آن را ترکی می‌نامند.,قشقایی ها از نژاد ترک هستند.,e
"برای اولین بار یک فرد افریقایی به نام "" احمد مختار امبو"" توانست به سمت مدیر کل یونسکو برسد.",احمد مختار امبو، یک آفریقایی است که برای نخستین بار مدیر کل یونسکو شد.,e
لشکر طیبه یکی از بزرگ‌ترین و فعال‌ترین سازمان‌های جهادی در جنوب آسیا است که عمدتاً در پاکستان و منطقه کشمیر فعالیت می‌کند.,""" لشکر طیبه"" در منطقه کشمیر فعالیت دارد.",e
"هفته نامه ""سیروان"" در سنندج به دو زبان کردی و فارسی منتشر می شود.","هفته نامه"" سیروان"" به زبان کردی هم انتشار می یابد.",e
سوریه در قرن هجدهم میلادی با فتح مصر توسط ناپلئون بناپارت به اشغال فرانسه درآمد.,کشور مصر توسط ناپلئون بناپارت در قرن هجدهم میلادی اشغال شد.,e
ماکائو شبه جزیره‌ای در دریای جنوبی چین است که تا سال ۱۹۹۹ میلادی مستعمرهٔ پرتغال بود ولی اکنون بخشی از خاک جمهوری خلق چین محسوب می‌شود.,بندر ماکائو متعلق به کشور چین است.,e
"به دنبال فروپاشی شوروی سابق، "" اسلام کریم اف"" در هر دوره از انتخابات ریاست جمهوری ازبکستان برای مدتی طولانی به این سمت انتخاب شد","رئیس جمهوری ازبکستان "" اسلام کریم اف"" بود.",e
"""ایران بین دو انقلاب ""از یرواند آبراهامیان در سال ۱۹۸۲ به نگارش درآمد.","پرواند آبراهامانیان نویسنده کتاب "" ایران بین دو انقلاب"" است.",e
جایزه صلح نوبل در سل ۱۹۷۷ به خاطر محافظت از حقوق بشر زندانیان، به سازمان عفو بین الملل از انگلیس تعلق گرفت.,جایزه صلح نوبل در سال ۱۹۷۷ به عفو بین المللی اهدا شد.,e
سپاه صحابه یک سازمان تروریستی مبتنی بر اندیشه‌های مدارس دیوبندی در پاکستان است که در سال ۱۹۸۵ و برای تقابل با اتحاد شیعیان پیوسته و خصوصاً در برابر جنبش جعفریه پاکستان تأسیس شد.,"مرکز فعالیت ""سپاه صحابه"" در پاکستان است.",e
حضرت آیت‌الله خامنه‌ای رهبر معظم انقلاب اسلامی در سال ۱۳۷۶، آقای امامعلی رحمانف رئیس جمهور تاجیکستان را به حضور پذیرفتند.,"""امامعلی رحمانف"" رئیس جمهوری تاجیکستان در سال ۱۳۷۶ بود.",e
شبکه اینترنت توسط مردی به نام باب تیلر، که برای آژانس پروژه‌های تحقیقاتی پیشرفته وزارت دفاع آمریکا در شهر واشینگتن کار می‌کرد تاسیس شد.,شبکه اینترنت توسط وزارت دفاع آمریکا تاسیس شد.,e
امام خمینی(ره) شریعت اسلام را حکومت نامیده‌اند که تمام احکام شرعى بر محور آن قرار دارد و ولایت فقیه را همان حکومت فقه می دانند که به قانون عرفی مقید نیست.,امام خمینی(ره) ولایت فقیه را حکومت فقه تعبیر می کرد.,e
جهانی شدن (glolality) فرایند کنش متقابل و یکپارچگی مردم، شرکت‌ها و دولت‌ها در سراسر جهان و به معنی گسترش ارتباط بین انسان ها است.طبق دیدگاه‌های موافق با جهانی شدن، این اتفاق در صورت انسجام می‌تواند سبب گسترش پیوندها و ارتباطات متقابل فراتر از حد دولت‌ها میان افراد شود و اهمیت محلات و قومیت‌گرایی را به حداقل برساند.,جهانی شدن به معنای گسترش ارتباطات میان انسان ها است.,e
کتاب صحیفه سجادیه، مجموعه‌ای از دعاها و مناجات امام چهارم شیعیان، امام سجاد(ع) است که اگرچه در موضوع دعا و نیایش است، ولی شامل بسیاری از حقایق علوم و معارف اسلامی و عرفانی، و قوانین و احکام شرعی و مسائل حساس سیاسی و اجتماعی و تربیتی و اخلاقی است که امام جهت آگاه کردن مردم، در شکل دعا بدانها اشاره کرده‌است و از میان امامان و ائمه اطهار، امام سجاد(ع) این روش را برای آگاهی مردم برگزیدند.,امام سجاد (ع) برای آگاهی مردم، معارف اسلامی را به شکل دعا به اطلاع مردم می رساند.,e
غُرَرُالحِکَم و دُرَرُالکَلِم (به معنای: اندرزهای برتر و سخنان چون دُر) کتابی است شامل گفتاوردهای علی بن ابی طالب که به شیوه الفبایی چیدمان شده و تعدادشان ۱۰۷۶۰ (حدود یازده هزار )، تألیف ابوالفَتح آمدِی از دانشمندان قرن پنجم هجری می‌باشد.,کتاب غررالحکم و دررالکلم شامل یازده هزار سخن از حضرت علی (ع) است.,e
در تقویم رسمی جمهوری اسلامی ایران در عصر حاضر روز تولد فاطمه زهرا در ۲۰ جمادی‌الثانی به عنوان روز زن و همچنین روز مادر گرامی داشته می‌شود.,روز زن مصادف با مناسبت تاریخی ولادت حضرت فاطمه (س) است.,e
به منظور تأمین قسط اسلامی و همکاری در تهیه برنامه‌ها و ایجاد هماهنگی در پیشرفت امور در واحدهای تولیدی، صنعتی و کشاورزی وبه منظور جلوگیری از تبعیض و جلب همکاری در تهیه برنامه‌های عمرانی و رفاهی استان‌ها و نظارت بر اجرای هماهنگ آنها، شورای‌عالی استان‌ها مرکب از نمایندگان شوراهای استان‌ها تشکیل می‌شود.,به منظور جلوگیری از تبعیض و جلب همکاری در تهیه برنامه های عمرانی و رفاهی استان ها و نظارت بر اجرای هماهنگ آنها شورای عالی استان ها در سطح کشور تشکیل شد.,e
طبق قانون اساسی جمهوری اسلامی ایران وظیفه شورای نگهبان، نظارت بر انتخابات مجلس خبرگان رهبری، ریاست جمهوری، مجلس شورای اسلامی و مراجعه به آراء عمومی و همه‌پرسی است.,مراجعه به آرای عمومی وظیفه شورای نگهبان می باشد.,e
رئیس‌جُمهور رئیس قوهٔ مجریه و بالاترین مقام سیاسی در کشورهای دارای حکومت جمهوری است. در کشور ایران رئیس جمهور با رأی مردم از میان نامزدهای ریاست‌جمهوری برای مدت ۴ سال برگزیده می‌شود.,رئیس جمهور در ایران برای مدت ۴ سال انتخاب می‌شود.,e
